Athlete_ID,Sport_Type,Training_Hours,Training_Intensity,Sleep_Hours,Nutrition_Score,Fatigue_Level,Recovery_Index,Performance_Score,Injury_Risk,Date,Training_Load,Wellness Score,Acute_Load,Chronic_Load,ACWR,Risk_Level,Avg_Training_Load,Recent_Load,Load_Ratio
A0721,Basketball,5.75,10,7.0,72,10,65,85,Low,2026-12-22,57.5,69.0,57.5,,1.0,Optimal,57.5,57.5,1.0
A0722,Tennis,1.76,2,5.3,80,3,69,53,Low,2026-12-23,3.52,67.33333333333333,3.52,,1.0,Optimal,3.52,3.52,1.0
A0723,Athletics,3.16,3,6.3,99,1,93,85,Low,2026-12-24,9.48,85.0,9.48,,1.0,Optimal,9.48,9.48,1.0
A0724,Football,5.72,7,8.7,69,2,52,67,Medium,2026-12-25,40.04,69.33333333333333,40.04,,1.0,Optimal,40.04,40.04,1.0
A0725,Football,3.1,6,8.4,61,8,58,99,Medium,2026-12-26,18.6,67.66666666666667,18.6,,1.0,Optimal,18.6,18.6,1.0
A0726,Cricket,4.19,8,8.9,72,7,68,65,High,2026-12-27,33.52,76.33333333333333,33.52,,1.0,Optimal,33.52,33.52,1.0
A0727,Tennis,2.99,8,7.5,53,2,42,90,Low,2026-12-28,23.92,56.666666666666664,23.92,,1.0,Optimal,23.92,23.92,1.0
A0728,Tennis,2.37,6,6.0,72,2,65,67,Low,2026-12-29,14.22,65.66666666666667,14.22,,1.0,Optimal,14.22,14.22,1.0
A0729,Cricket,5.92,10,5.7,97,9,79,71,Low,2026-12-30,59.2,77.66666666666667,59.2,,1.0,Optimal,59.2,59.2,1.0
A0730,Athletics,3.05,3,5.7,97,6,98,51,Medium,2026-12-31,9.149999999999999,84.0,9.149999999999999,,1.0,Optimal,9.149999999999999,9.149999999999999,1.0
A0731,Tennis,5.47,3,5.1,50,5,97,70,Low,2027-01-01,16.41,66.0,16.41,,1.0,Optimal,16.41,16.41,1.0
A0732,Football,2.15,1,6.6,74,10,97,85,Medium,2027-01-02,2.15,79.0,2.15,,1.0,Optimal,2.15,2.15,1.0
A0733,Football,2.07,7,5.8,51,6,51,93,Low,2027-01-03,14.489999999999998,53.333333333333336,14.489999999999998,,1.0,Optimal,14.489999999999998,14.489999999999998,1.0
A0734,Hockey,1.16,5,6.6,79,9,41,88,High,2027-01-04,5.8,62.0,5.8,,1.0,Optimal,5.8,5.8,1.0
A0735,Basketball,4.26,4,8.7,52,7,50,96,High,2027-01-05,17.04,63.0,17.04,,1.0,Optimal,17.04,17.04,1.0
A0736,Tennis,2.84,10,6.7,70,10,83,88,Low,2027-01-06,28.4,73.33333333333333,28.4,,1.0,Optimal,28.4,28.4,1.0
A0737,Athletics,5.32,4,8.5,74,10,67,78,Low,2027-01-07,21.28,75.33333333333333,21.28,,1.0,Optimal,21.28,21.28,1.0
A0738,Cricket,3.37,4,7.4,69,9,57,75,Low,2027-01-08,13.48,66.66666666666667,13.48,,1.0,Optimal,13.48,13.48,1.0
A0739,Cricket,5.84,6,6.0,98,4,52,70,Low,2027-01-09,35.04,70.0,35.04,,1.0,Optimal,35.04,35.04,1.0
A0740,Athletics,1.93,8,6.4,71,2,76,66,Low,2027-01-10,15.44,70.33333333333333,15.44,,1.0,Optimal,15.44,15.44,1.0
A0741,Badminton,5.34,8,5.3,70,8,61,65,Low,2027-01-11,42.72,61.333333333333336,42.72,,1.0,Optimal,42.72,42.72,1.0
A0742,Swimming,4.88,5,6.3,82,4,51,80,Low,2027-01-12,24.4,65.33333333333333,24.4,,1.0,Optimal,24.4,24.4,1.0
A0743,Basketball,4.85,6,7.7,87,9,41,100,Low,2027-01-13,29.099999999999998,68.33333333333333,29.099999999999998,,1.0,Optimal,29.099999999999998,29.099999999999998,1.0
A0744,Cricket,5.22,4,5.3,64,4,76,58,Low,2027-01-14,20.88,64.33333333333333,20.88,,1.0,Optimal,20.88,20.88,1.0
A0745,Tennis,4.81,9,5.8,95,8,46,80,Low,2027-01-15,43.29,66.33333333333333,43.29,,1.0,Optimal,43.29,43.29,1.0
A0746,Basketball,4.13,8,6.5,64,9,65,63,Low,2027-01-16,33.04,64.66666666666667,33.04,,1.0,Optimal,33.04,33.04,1.0
A0747,Tennis,1.66,10,8.9,95,9,65,98,Low,2027-01-17,16.599999999999998,83.0,16.599999999999998,,1.0,Optimal,16.599999999999998,16.599999999999998,1.0
A0748,Badminton,1.16,10,8.1,74,10,63,86,Medium,2027-01-18,11.6,72.66666666666667,11.6,,1.0,Optimal,11.6,11.6,1.0
A0749,Football,5.6,1,7.9,70,4,51,51,Low,2027-01-19,5.6,66.66666666666667,5.6,,1.0,Optimal,5.6,5.6,1.0
A0750,Basketball,4.08,2,5.5,73,1,55,97,Medium,2027-01-20,8.16,61.0,8.16,,1.0,Optimal,8.16,8.16,1.0
A0751,Hockey,4.98,9,8.1,54,3,62,95,Low,2027-01-21,44.82000000000001,65.66666666666667,44.82000000000001,,1.0,Optimal,44.82000000000001,44.82000000000001,1.0
A0752,Cricket,3.41,8,8.1,55,9,79,63,Low,2027-01-22,27.28,71.66666666666667,27.28,,1.0,Optimal,27.28,27.28,1.0
A0753,Basketball,1.59,3,7.4,98,4,99,82,Low,2027-01-23,4.7700000000000005,90.33333333333333,4.7700000000000005,,1.0,Optimal,4.7700000000000005,4.7700000000000005,1.0
A0754,Basketball,1.63,8,9.0,92,5,48,84,Low,2027-01-24,13.04,76.66666666666667,13.04,,1.0,Optimal,13.04,13.04,1.0
A0755,Basketball,4.43,1,6.3,97,7,71,88,Low,2027-01-25,4.43,77.0,4.43,,1.0,Optimal,4.43,4.43,1.0
A0756,Swimming,3.15,10,8.8,93,5,54,96,Low,2027-01-26,31.5,78.33333333333333,31.5,,1.0,Optimal,31.5,31.5,1.0
A0757,Basketball,2.0,4,8.7,96,4,76,100,Low,2027-01-27,8.0,86.33333333333333,8.0,,1.0,Optimal,8.0,8.0,1.0
A0758,Tennis,3.46,3,5.0,72,2,52,69,Low,2027-01-28,10.379999999999999,58.0,10.379999999999999,,1.0,Optimal,10.379999999999999,10.379999999999999,1.0
A0759,Football,1.32,6,6.8,53,2,44,51,Low,2027-01-29,7.92,55.0,7.92,,1.0,Optimal,7.92,7.92,1.0
A0760,Badminton,3.91,7,8.9,76,4,50,100,Medium,2027-01-30,27.37,71.66666666666667,27.37,,1.0,Optimal,27.37,27.37,1.0
A0761,Athletics,2.34,4,5.4,67,10,49,90,Low,2027-01-31,9.36,56.666666666666664,9.36,,1.0,Optimal,9.36,9.36,1.0
A0762,Basketball,4.99,7,7.2,70,10,91,68,Low,2027-02-01,34.93,77.66666666666667,34.93,,1.0,Optimal,34.93,34.93,1.0
A0763,Cricket,2.55,9,8.9,77,9,52,86,Medium,2027-02-02,22.95,72.66666666666667,22.95,,1.0,Optimal,22.95,22.95,1.0
A0764,Basketball,3.28,2,7.2,84,8,80,67,Low,2027-02-03,6.56,78.66666666666667,6.56,,1.0,Optimal,6.56,6.56,1.0
A0765,Cricket,1.06,3,5.8,71,3,92,65,Medium,2027-02-04,3.18,73.66666666666667,3.18,,1.0,Optimal,3.18,3.18,1.0
A0766,Tennis,1.36,5,7.3,89,9,85,53,Low,2027-02-05,6.800000000000001,82.33333333333333,6.800000000000001,,1.0,Optimal,6.800000000000001,6.800000000000001,1.0
A0767,Cricket,2.96,3,5.8,72,5,89,61,Low,2027-02-06,8.879999999999999,73.0,8.879999999999999,,1.0,Optimal,8.879999999999999,8.879999999999999,1.0
A0768,Hockey,3.4,8,7.1,52,3,54,78,High,2027-02-07,27.2,59.0,27.2,,1.0,Optimal,27.2,27.2,1.0
A0769,Athletics,4.0,10,5.3,89,5,81,56,Low,2027-02-08,40.0,74.33333333333333,40.0,,1.0,Optimal,40.0,40.0,1.0
A0770,Football,2.46,8,7.4,99,10,95,63,Medium,2027-02-09,19.68,89.33333333333333,19.68,,1.0,Optimal,19.68,19.68,1.0
A0771,Cricket,4.47,8,7.1,59,4,46,61,Low,2027-02-10,35.76,58.666666666666664,35.76,,1.0,Optimal,35.76,35.76,1.0
A0772,Cricket,5.3,9,8.0,74,8,79,84,Low,2027-02-11,47.699999999999996,77.66666666666667,47.699999999999996,,1.0,Optimal,47.699999999999996,47.699999999999996,1.0
A0773,Football,4.9,4,7.5,98,5,67,54,Medium,2027-02-12,19.6,80.0,19.6,,1.0,Optimal,19.6,19.6,1.0
A0774,Athletics,1.2,5,7.2,57,10,71,66,Low,2027-02-13,6.0,66.66666666666667,6.0,,1.0,Optimal,6.0,6.0,1.0
A0775,Basketball,3.4,5,7.8,60,8,74,91,Medium,2027-02-14,17.0,70.66666666666667,17.0,,1.0,Optimal,17.0,17.0,1.0
A0776,Cricket,1.52,8,5.6,54,9,54,81,Low,2027-02-15,12.16,54.666666666666664,12.16,,1.0,Optimal,12.16,12.16,1.0
A0777,Football,2.21,7,7.4,94,4,87,59,Low,2027-02-16,15.469999999999999,85.0,15.469999999999999,,1.0,Optimal,15.469999999999999,15.469999999999999,1.0
A0778,Hockey,5.93,9,5.7,86,7,75,92,Low,2027-02-17,53.37,72.66666666666667,53.37,,1.0,Optimal,53.37,53.37,1.0
A0779,Hockey,1.71,8,8.7,94,2,60,66,Medium,2027-02-18,13.68,80.33333333333333,13.68,,1.0,Optimal,13.68,13.68,1.0
A0780,Tennis,3.49,2,5.3,87,6,45,54,Low,2027-02-19,6.98,61.666666666666664,6.98,,1.0,Optimal,6.98,6.98,1.0
A0781,Football,4.09,10,6.7,78,8,40,94,Low,2027-02-20,40.9,61.666666666666664,40.9,,1.0,Optimal,40.9,40.9,1.0
A0782,Tennis,4.51,4,7.8,54,7,43,91,Medium,2027-02-21,18.04,58.333333333333336,18.04,,1.0,Optimal,18.04,18.04,1.0
A0783,Hockey,3.8,6,6.8,58,7,50,58,Medium,2027-02-22,22.799999999999997,58.666666666666664,22.799999999999997,,1.0,Optimal,22.799999999999997,22.799999999999997,1.0
A0784,Athletics,1.05,2,5.4,97,8,83,98,Low,2027-02-23,2.1,78.0,2.1,,1.0,Optimal,2.1,2.1,1.0
A0785,Basketball,2.63,7,7.2,51,7,65,82,Low,2027-02-24,18.41,62.666666666666664,18.41,,1.0,Optimal,18.41,18.41,1.0
A0786,Football,3.59,3,7.6,50,5,100,85,Low,2027-02-25,10.77,75.33333333333333,10.77,,1.0,Optimal,10.77,10.77,1.0
A0787,Badminton,1.44,3,7.8,89,7,76,85,Low,2027-02-26,4.32,81.0,4.32,,1.0,Optimal,4.32,4.32,1.0
A0788,Hockey,2.75,2,6.5,100,10,62,67,Low,2027-02-27,5.5,75.66666666666667,5.5,,1.0,Optimal,5.5,5.5,1.0
A0789,Hockey,1.17,8,7.3,79,3,68,58,Low,2027-02-28,9.36,73.33333333333333,9.36,,1.0,Optimal,9.36,9.36,1.0
A0790,Badminton,1.39,6,6.8,60,5,60,78,Low,2027-03-01,8.34,62.666666666666664,8.34,,1.0,Optimal,8.34,8.34,1.0
A0791,Swimming,2.98,1,7.7,77,7,87,99,Medium,2027-03-02,2.98,80.33333333333333,2.98,,1.0,Optimal,2.98,2.98,1.0
A0792,Hockey,1.66,1,7.3,93,9,84,63,Medium,2027-03-03,1.66,83.33333333333333,1.66,,1.0,Optimal,1.66,1.66,1.0
A0793,Cricket,3.84,7,7.1,61,2,84,74,Low,2027-03-04,26.88,72.0,26.88,,1.0,Optimal,26.88,26.88,1.0
A0794,Athletics,4.45,8,6.0,88,4,88,64,Low,2027-03-05,35.6,78.66666666666667,35.6,,1.0,Optimal,35.6,35.6,1.0
A0795,Football,5.0,5,5.0,75,7,66,55,Low,2027-03-06,25.0,63.666666666666664,25.0,,1.0,Optimal,25.0,25.0,1.0
A0796,Badminton,2.0,5,5.7,62,1,78,91,Low,2027-03-07,10.0,65.66666666666667,10.0,,1.0,Optimal,10.0,10.0,1.0
A0797,Cricket,1.84,4,5.5,57,2,79,78,Medium,2027-03-08,7.36,63.666666666666664,7.36,,1.0,Optimal,7.36,7.36,1.0
A0798,Badminton,1.52,6,6.8,77,9,52,64,Low,2027-03-09,9.120000000000001,65.66666666666667,9.120000000000001,,1.0,Optimal,9.120000000000001,9.120000000000001,1.0
A0799,Football,4.18,6,7.4,79,10,62,78,Low,2027-03-10,25.08,71.66666666666667,25.08,,1.0,Optimal,25.08,25.08,1.0
A0800,Tennis,4.53,3,5.9,58,7,98,53,Low,2027-03-11,13.59,71.66666666666667,13.59,,1.0,Optimal,13.59,13.59,1.0
A0801,Football,1.16,9,8.8,88,10,55,67,Low,2027-03-12,10.44,77.0,10.44,,1.0,Optimal,10.44,10.44,1.0
A0802,Swimming,5.68,7,5.0,80,7,69,99,Low,2027-03-13,39.76,66.33333333333333,39.76,,1.0,Optimal,39.76,39.76,1.0
A0803,Football,1.26,1,8.1,70,6,100,98,Low,2027-03-14,1.26,83.66666666666667,1.26,,1.0,Optimal,1.26,1.26,1.0
A0804,Football,3.71,7,7.5,96,3,43,93,Low,2027-03-15,25.97,71.33333333333333,25.97,,1.0,Optimal,25.97,25.97,1.0
A0805,Swimming,4.55,5,6.5,83,10,79,88,Low,2027-03-16,22.75,75.66666666666667,22.75,,1.0,Optimal,22.75,22.75,1.0
A0806,Athletics,5.35,5,5.2,80,3,55,65,Medium,2027-03-17,26.75,62.333333333333336,26.75,,1.0,Optimal,26.75,26.75,1.0
A0807,Hockey,4.57,2,7.5,74,2,70,60,Medium,2027-03-18,9.14,73.0,9.14,,1.0,Optimal,9.14,9.14,1.0
A0808,Football,5.01,4,6.5,61,6,92,63,Low,2027-03-19,20.04,72.66666666666667,20.04,,1.0,Optimal,20.04,20.04,1.0
A0809,Swimming,2.7,6,8.7,50,4,81,52,Low,2027-03-20,16.200000000000003,72.66666666666667,16.200000000000003,,1.0,Optimal,16.200000000000003,16.200000000000003,1.0
A0810,Cricket,5.07,10,7.2,71,5,64,100,Low,2027-03-21,50.7,69.0,50.7,,1.0,Optimal,50.7,50.7,1.0
A0811,Tennis,1.4,7,8.8,89,3,83,99,Low,2027-03-22,9.799999999999999,86.66666666666667,9.799999999999999,,1.0,Optimal,9.799999999999999,9.799999999999999,1.0
A0812,Tennis,5.47,5,5.9,86,6,51,91,Low,2027-03-23,27.349999999999998,65.33333333333333,27.349999999999998,,1.0,Optimal,27.349999999999998,27.349999999999998,1.0
A0813,Football,3.74,9,7.9,96,3,65,87,Low,2027-03-24,33.660000000000004,80.0,33.660000000000004,,1.0,Optimal,33.660000000000004,33.660000000000004,1.0
A0814,Athletics,5.09,3,7.5,50,8,76,94,Low,2027-03-25,15.27,67.0,15.27,,1.0,Optimal,15.27,15.27,1.0
A0815,Athletics,3.26,1,8.0,50,9,87,91,Low,2027-03-26,3.26,72.33333333333333,3.26,,1.0,Optimal,3.26,3.26,1.0
A0816,Cricket,4.22,4,5.9,91,4,72,67,Low,2027-03-27,16.88,74.0,16.88,,1.0,Optimal,16.88,16.88,1.0
A0817,Football,3.63,9,7.7,91,9,67,69,Low,2027-03-28,32.67,78.33333333333333,32.67,,1.0,Optimal,32.67,32.67,1.0
A0818,Tennis,4.66,4,7.0,70,7,48,97,Medium,2027-03-29,18.64,62.666666666666664,18.64,,1.0,Optimal,18.64,18.64,1.0
A0819,Athletics,1.41,2,8.0,64,3,51,74,Low,2027-03-30,2.82,65.0,2.82,,1.0,Optimal,2.82,2.82,1.0
A0820,Football,1.3,10,6.3,66,7,44,87,Low,2027-03-31,13.0,57.666666666666664,13.0,,1.0,Optimal,13.0,13.0,1.0
A0821,Badminton,2.24,5,8.6,71,1,93,62,Low,2027-04-01,11.200000000000001,83.33333333333333,11.200000000000001,,1.0,Optimal,11.200000000000001,11.200000000000001,1.0
A0822,Athletics,1.8,3,5.3,87,3,91,53,Medium,2027-04-02,5.4,77.0,5.4,,1.0,Optimal,5.4,5.4,1.0
A0823,Swimming,5.36,9,8.2,84,6,93,63,Medium,2027-04-03,48.24,86.33333333333333,48.24,,1.0,Optimal,48.24,48.24,1.0
A0824,Badminton,2.1,4,8.4,94,4,67,82,Medium,2027-04-04,8.4,81.66666666666667,8.4,,1.0,Optimal,8.4,8.4,1.0
A0825,Hockey,5.88,6,8.3,65,7,95,77,Low,2027-04-05,35.28,81.0,35.28,,1.0,Optimal,35.28,35.28,1.0
A0826,Athletics,2.68,2,7.1,57,3,74,86,Low,2027-04-06,5.36,67.33333333333333,5.36,,1.0,Optimal,5.36,5.36,1.0
A0827,Tennis,1.91,6,6.8,96,1,44,57,Medium,2027-04-07,11.459999999999999,69.33333333333333,11.459999999999999,,1.0,Optimal,11.459999999999999,11.459999999999999,1.0
A0828,Basketball,4.95,3,9.0,66,9,73,93,Low,2027-04-08,14.850000000000001,76.33333333333333,14.850000000000001,,1.0,Optimal,14.850000000000001,14.850000000000001,1.0
A0829,Badminton,4.29,9,5.9,66,6,85,83,Low,2027-04-09,38.61,70.0,38.61,,1.0,Optimal,38.61,38.61,1.0
A0830,Hockey,3.49,2,7.2,75,8,73,93,Medium,2027-04-10,6.98,73.33333333333333,6.98,,1.0,Optimal,6.98,6.98,1.0
A0831,Cricket,3.78,9,7.7,62,3,52,54,Low,2027-04-11,34.019999999999996,63.666666666666664,34.019999999999996,,1.0,Optimal,34.019999999999996,34.019999999999996,1.0
A0832,Cricket,4.6,5,7.8,66,8,78,54,Low,2027-04-12,23.0,74.0,23.0,,1.0,Optimal,23.0,23.0,1.0
A0833,Tennis,2.14,8,5.8,87,2,81,80,Low,2027-04-13,17.12,75.33333333333333,17.12,,1.0,Optimal,17.12,17.12,1.0
A0834,Athletics,5.98,2,7.6,66,4,84,94,Low,2027-04-14,11.96,75.33333333333333,11.96,,1.0,Optimal,11.96,11.96,1.0
A0835,Football,5.87,6,8.3,97,3,87,58,Low,2027-04-15,35.22,89.0,35.22,,1.0,Optimal,35.22,35.22,1.0
A0836,Athletics,4.25,3,5.2,63,10,97,91,Low,2027-04-16,12.75,70.66666666666667,12.75,,1.0,Optimal,12.75,12.75,1.0
A0837,Tennis,2.0,10,8.6,94,1,53,81,Medium,2027-04-17,20.0,77.66666666666667,20.0,,1.0,Optimal,20.0,20.0,1.0
A0838,Cricket,4.4,5,5.1,55,7,50,82,Low,2027-04-18,22.0,52.0,22.0,,1.0,Optimal,22.0,22.0,1.0
A0839,Athletics,1.36,8,6.4,84,10,81,52,Medium,2027-04-19,10.88,76.33333333333333,10.88,,1.0,Optimal,10.88,10.88,1.0
A0840,Cricket,1.15,10,5.1,95,2,77,79,Low,2027-04-20,11.5,74.33333333333333,11.5,,1.0,Optimal,11.5,11.5,1.0
A0841,Badminton,2.29,1,5.3,63,4,43,99,Low,2027-04-21,2.29,53.0,2.29,,1.0,Optimal,2.29,2.29,1.0
A0842,Hockey,3.31,5,8.6,96,9,92,61,Medium,2027-04-22,16.55,91.33333333333333,16.55,,1.0,Optimal,16.55,16.55,1.0
A0843,Football,5.34,3,6.4,57,6,72,78,Medium,2027-04-23,16.02,64.33333333333333,16.02,,1.0,Optimal,16.02,16.02,1.0
A0844,Badminton,4.64,4,6.7,64,8,46,52,Low,2027-04-24,18.56,59.0,18.56,,1.0,Optimal,18.56,18.56,1.0
A0845,Cricket,4.71,2,5.9,76,2,95,75,Medium,2027-04-25,9.42,76.66666666666667,9.42,,1.0,Optimal,9.42,9.42,1.0
A0846,Cricket,3.13,9,7.4,62,7,80,79,Medium,2027-04-26,28.169999999999998,72.0,28.169999999999998,,1.0,Optimal,28.169999999999998,28.169999999999998,1.0
A0847,Basketball,2.73,3,7.4,98,6,47,58,Medium,2027-04-27,8.19,73.0,8.19,,1.0,Optimal,8.19,8.19,1.0
A0848,Basketball,2.86,2,6.5,80,9,76,75,Low,2027-04-28,5.72,73.66666666666667,5.72,,1.0,Optimal,5.72,5.72,1.0
A0849,Badminton,5.94,10,6.3,84,7,90,51,Medium,2027-04-29,59.400000000000006,79.0,59.400000000000006,,1.0,Optimal,59.400000000000006,59.400000000000006,1.0
A0850,Swimming,1.2,9,8.5,55,1,49,52,High,2027-04-30,10.799999999999999,63.0,10.799999999999999,,1.0,Optimal,10.799999999999999,10.799999999999999,1.0
A0851,Badminton,5.34,7,6.5,54,8,82,95,Medium,2027-05-01,37.379999999999995,67.0,37.379999999999995,,1.0,Optimal,37.379999999999995,37.379999999999995,1.0
A0852,Basketball,3.89,6,7.0,71,10,96,53,Low,2027-05-02,23.34,79.0,23.34,,1.0,Optimal,23.34,23.34,1.0
A0853,Cricket,3.19,1,6.1,98,3,54,74,Low,2027-05-03,3.19,71.0,3.19,,1.0,Optimal,3.19,3.19,1.0
A0854,Tennis,4.63,5,8.1,72,2,77,100,Low,2027-05-04,23.15,76.66666666666667,23.15,,1.0,Optimal,23.15,23.15,1.0
A0855,Badminton,3.43,3,6.6,74,3,54,62,Low,2027-05-05,10.290000000000001,64.66666666666667,10.290000000000001,,1.0,Optimal,10.290000000000001,10.290000000000001,1.0
A0856,Cricket,5.37,1,7.1,83,6,44,88,High,2027-05-06,5.37,66.0,5.37,,1.0,Optimal,5.37,5.37,1.0
A0857,Tennis,5.5,4,6.0,75,3,68,93,Low,2027-05-07,22.0,67.66666666666667,22.0,,1.0,Optimal,22.0,22.0,1.0
A0858,Tennis,3.11,2,9.0,96,10,58,84,Low,2027-05-08,6.22,81.33333333333333,6.22,,1.0,Optimal,6.22,6.22,1.0
A0859,Basketball,2.38,2,6.2,54,5,93,72,High,2027-05-09,4.76,69.66666666666667,4.76,,1.0,Optimal,4.76,4.76,1.0
A0860,Badminton,3.96,3,8.1,75,6,90,58,Low,2027-05-10,11.879999999999999,82.0,11.879999999999999,,1.0,Optimal,11.879999999999999,11.879999999999999,1.0
A0861,Athletics,5.56,8,6.7,69,8,49,51,Low,2027-05-11,44.48,61.666666666666664,44.48,,1.0,Optimal,44.48,44.48,1.0
A0862,Football,2.05,8,5.8,55,7,51,90,Low,2027-05-12,16.4,54.666666666666664,16.4,,1.0,Optimal,16.4,16.4,1.0
A0863,Basketball,4.11,7,8.2,55,8,93,93,Low,2027-05-13,28.770000000000003,76.66666666666667,28.770000000000003,,1.0,Optimal,28.770000000000003,28.770000000000003,1.0
A0864,Basketball,4.16,6,6.3,99,3,43,80,Low,2027-05-14,24.96,68.33333333333333,24.96,,1.0,Optimal,24.96,24.96,1.0
A0865,Athletics,4.67,9,8.5,67,4,70,93,High,2027-05-15,42.03,74.0,42.03,,1.0,Optimal,42.03,42.03,1.0
A0866,Football,1.66,4,8.7,53,6,57,96,Low,2027-05-16,6.64,65.66666666666667,6.64,,1.0,Optimal,6.64,6.64,1.0
A0867,Cricket,4.58,1,8.4,66,7,55,51,Low,2027-05-17,4.58,68.33333333333333,4.58,,1.0,Optimal,4.58,4.58,1.0
A0868,Swimming,5.55,8,5.1,63,9,79,81,Low,2027-05-18,44.4,64.33333333333333,44.4,,1.0,Optimal,44.4,44.4,1.0
A0869,Badminton,1.9,7,8.1,63,1,75,67,Low,2027-05-19,13.299999999999999,73.0,13.299999999999999,,1.0,Optimal,13.299999999999999,13.299999999999999,1.0
A0870,Swimming,2.19,7,6.6,62,8,64,62,Low,2027-05-20,15.33,64.0,15.33,,1.0,Optimal,15.33,15.33,1.0
A0871,Cricket,5.86,3,8.5,56,8,62,95,Low,2027-05-21,17.580000000000002,67.66666666666667,17.580000000000002,,1.0,Optimal,17.580000000000002,17.580000000000002,1.0
A0872,Hockey,1.9,4,7.6,93,6,51,54,Low,2027-05-22,7.6,73.33333333333333,7.6,,1.0,Optimal,7.6,7.6,1.0
A0873,Basketball,5.27,10,8.3,64,4,73,91,Medium,2027-05-23,52.699999999999996,73.33333333333333,52.699999999999996,,1.0,Optimal,52.699999999999996,52.699999999999996,1.0
A0874,Football,3.46,9,7.0,68,3,75,93,Low,2027-05-24,31.14,71.0,31.14,,1.0,Optimal,31.14,31.14,1.0
A0875,Basketball,2.24,6,7.1,92,3,76,59,Low,2027-05-25,13.440000000000001,79.66666666666667,13.440000000000001,,1.0,Optimal,13.440000000000001,13.440000000000001,1.0
A0876,Tennis,5.35,5,5.6,96,6,42,92,Medium,2027-05-26,26.75,64.66666666666667,26.75,,1.0,Optimal,26.75,26.75,1.0
A0877,Basketball,3.23,3,8.1,93,8,48,74,Low,2027-05-27,9.69,74.0,9.69,,1.0,Optimal,9.69,9.69,1.0
A0878,Basketball,3.57,9,6.7,84,7,100,83,Low,2027-05-28,32.129999999999995,83.66666666666667,32.129999999999995,,1.0,Optimal,32.129999999999995,32.129999999999995,1.0
A0879,Cricket,2.8,5,7.0,66,1,92,86,Low,2027-05-29,14.0,76.0,14.0,,1.0,Optimal,14.0,14.0,1.0
A0880,Cricket,3.96,5,8.1,84,6,57,79,Low,2027-05-30,19.8,74.0,19.8,,1.0,Optimal,19.8,19.8,1.0
A0881,Cricket,1.82,4,7.4,68,7,82,56,Low,2027-05-31,7.28,74.66666666666667,7.28,,1.0,Optimal,7.28,7.28,1.0
A0882,Swimming,2.96,4,5.8,69,7,74,55,Low,2027-06-01,11.84,67.0,11.84,,1.0,Optimal,11.84,11.84,1.0
A0883,Tennis,5.85,1,7.4,85,9,96,52,Low,2027-06-02,5.85,85.0,5.85,,1.0,Optimal,5.85,5.85,1.0
A0884,Hockey,2.29,7,6.6,84,10,94,62,Low,2027-06-03,16.03,81.33333333333333,16.03,,1.0,Optimal,16.03,16.03,1.0
A0885,Hockey,4.28,9,6.9,81,5,73,52,Low,2027-06-04,38.52,74.33333333333333,38.52,,1.0,Optimal,38.52,38.52,1.0
A0886,Cricket,2.63,3,5.1,97,1,80,75,Low,2027-06-05,7.89,76.0,7.89,,1.0,Optimal,7.89,7.89,1.0
A0887,Football,4.87,2,5.8,93,2,53,73,Medium,2027-06-06,9.74,68.0,9.74,,1.0,Optimal,9.74,9.74,1.0
A0888,Swimming,1.65,3,6.1,89,4,43,55,High,2027-06-07,4.949999999999999,64.33333333333333,4.949999999999999,,1.0,Optimal,4.949999999999999,4.949999999999999,1.0
A0889,Athletics,5.85,1,7.9,73,5,68,92,Medium,2027-06-08,5.85,73.33333333333333,5.85,,1.0,Optimal,5.85,5.85,1.0
A0890,Football,3.27,6,5.0,66,9,80,98,Low,2027-06-09,19.62,65.33333333333333,19.62,,1.0,Optimal,19.62,19.62,1.0
A0891,Badminton,2.18,7,6.6,56,1,84,91,Low,2027-06-10,15.260000000000002,68.66666666666667,15.260000000000002,,1.0,Optimal,15.260000000000002,15.260000000000002,1.0
A0892,Badminton,1.37,2,8.7,92,3,89,61,Low,2027-06-11,2.74,89.33333333333333,2.74,,1.0,Optimal,2.74,2.74,1.0
A0893,Football,1.85,8,5.4,99,5,54,98,Low,2027-06-12,14.8,69.0,14.8,,1.0,Optimal,14.8,14.8,1.0
A0894,Cricket,3.6,6,7.1,50,3,67,85,Low,2027-06-13,21.6,62.666666666666664,21.6,,1.0,Optimal,21.6,21.6,1.0
A0895,Athletics,2.69,4,8.1,84,4,81,51,Low,2027-06-14,10.76,82.0,10.76,,1.0,Optimal,10.76,10.76,1.0
A0896,Athletics,5.14,5,8.8,81,3,55,60,Low,2027-06-15,25.7,74.66666666666667,25.7,,1.0,Optimal,25.7,25.7,1.0
A0897,Swimming,3.15,8,8.0,85,4,51,88,Low,2027-06-16,25.2,72.0,25.2,,1.0,Optimal,25.2,25.2,1.0
A0898,Athletics,2.24,3,7.9,62,1,91,83,High,2027-06-17,6.720000000000001,77.33333333333333,6.720000000000001,,1.0,Optimal,6.720000000000001,6.720000000000001,1.0
A0899,Badminton,4.09,3,8.3,55,8,44,75,Low,2027-06-18,12.27,60.666666666666664,12.27,,1.0,Optimal,12.27,12.27,1.0
A0900,Tennis,4.53,4,6.8,63,4,73,67,Low,2027-06-19,18.12,68.0,18.12,,1.0,Optimal,18.12,18.12,1.0
